candidate_id,rank,job_id,score
PPLIK2501090016466,3,JOB250002650,0.3628
PPLIK2501090016466,4,JOB250001687,0.3628
PPLIK2501090016466,5,JOB250000854,0.3628
PPLIK2501090016467,1,JOB250001931,0.368
PPLIK2501090016467,2,JOB250001571,0.3305
PPLIK2501090016467,3,NONREF000035,0.3115
PPLIK2501090016467,4,JOB250001477,0.3113
PPLIK2501090016467,5,JOB250001478,0.2992
PPLIK2501090016527,1,STG250002541,0.4116
PPLIK2501090016527,2,JOB250001931,0.3847
PPLIK2501090016527,3,JOB250002650,0.3628
PPLIK2501090016527,4,JOB250001687,0.3628
PPLIK2501090016527,5,JOB250000854,0.3628
PPLIK2501150017261,1,JOB250001331,0.4308
PPLIK2501150017261,2,JOB250001330,0.4308
PPLIK2501150017261,3,JOB250001821,0.3418
PPLIK2501150017261,4,JOB250002400,0.3377
PPLIK2501150017261,5,JOB250001554,0.3377
PPLIK2501160017426,1,JOB260003565,0.0112
PPLIK2501160017426,2,JOB260003537,0.0089
PPLIK2501160017426,3,JOB260003571,0.0083
PPLIK2501160017426,4,JOB260003556,0.0079
PPLIK2501160017426,5,JOB260003538,0.0078
PPLIK2501170017559,1,NONREF000318,0.4188
PPLIK2501170017559,2,NONREF000345,0.4188
PPLIK2501170017559,3,JOB250002435,0.4109
PPLIK2501170017559,4,JOB250001984,0.4109
PPLIK2501170017559,5,JOB250001740,0.4109
PPLIK2501170017561,1,NONREF000423,0.2776
PPLIK2501170017561,2,JOB250001708,0.2574
PPLIK2501170017561,3,JOB250001944,0.2336
PPLIK2501170017561,4,JOB250001700,0.232
PPLIK2501170017561,5,JOB260003570,0.231
PPLIK2501170017563,1,JOB250001331,0.4042
PPLIK2501170017563,2,JOB250001330,0.4042
PPLIK2501170017563,3,JOB250001821,0.3207
PPLIK2501170017563,4,JOB250002400,0.3169
PPLIK2501170017563,5,JOB250001161,0.3169
PPLIK2501170017570,1,JOB250001331,0.4042
PPLIK2501170017570,2,JOB250001330,0.4042
PPLIK2501170017570,3,JOB250001821,0.3207
PPLIK2501170017570,4,JOB250002400,0.3169
PPLIK2501170017570,5,JOB250001161,0.3169
PPLIK2501230018160,1,JOB250001331,0.4042
PPLIK2501230018160,2,JOB250001330,0.4042
PPLIK2501230018160,3,JOB250001821,0.3207
PPLIK2501230018160,4,JOB250002400,0.3169
PPLIK2501230018160,5,JOB250001161,0.3169
PPLIK2501310019120,1,JOB250001331,0.4308
PPLIK2501310019120,2,JOB250001330,0.4308
PPLIK2501310019120,3,JOB250001821,0.3418
PPLIK2501310019120,4,JOB250002400,0.3377
PPLIK2501310019120,5,JOB250001554,0.3377
PPBZV2501020015591,1,JOB250002635,0.3079
PPBZV2501020015591,2,NONREF000191,0.3079
PPBZV2501020015591,3,JOB250001556,0.3079
PPBZV2501020015591,4,JOB250001493,0.284
PPBZV2501020015591,5,NONREF000250,0.284
PPBZV2501020015592,1,JOB250001331,0.4531
PPBZV2501020015592,2,JOB250001330,0.4531
PPBZV2501020015592,3,JOB250001821,0.3595
PPBZV2501020015592,4,JOB250001549,0.3552
PPBZV2501020015592,5,JOB250002400,0.3552
PPBZV2501020015594,1,JOB250001330,0.3794
PPBZV2501020015594,2,JOB250001331,0.3794
PPBZV2501020015594,3,JOB250001821,0.301
PPBZV2501020015594,4,JOB250002400,0.2974
PPBZV2501020015594,5,JOB250001161,0.2974
PPBZV2501020015596,1,NONREF000191,0.3373
PPBZV2501020015596,2,JOB250002635,0.3373
PPBZV2501020015596,3,JOB250001556,0.3373
PPBZV2501020015596,4,NONREF000250,0.3111
PPBZV2501020015596,5,JOB250002338,0.3111
PPBZV2502050019526,1,JOB250001846,0.4658
PPBZV2502050019526,2,JOB250001900,0.4334
PPBZV2502050019526,3,NONREF000082,0.4334
PPBZV2502050019526,4,JOB250001344,0.4334
PPBZV2502050019526,5,NONREF000404,0.3363
PPBZV2501020015598,1,NONREF000191,0.3184
PPBZV2501020015598,2,JOB250002635,0.3184
PPBZV2501020015598,3,JOB250001556,0.3184
PPBZV2501020015598,4,JOB250001627,0.2989
PPBZV2501020015598,5,JOB250000975,0.2989
PPBZV2501020015599,1,JOB250002774,0.4936
PPBZV2501020015599,2,JOB250001263,0.4328
PPBZV2501020015599,3,JOB250002162,0.389
PPBZV2501020015599,4,JOB260003525,0.2556
PPBZV2501020015599,5,JOB250002117,0.1925
PPBZV2501020015600,1,JOB250001556,0.3274
PPBZV2501020015600,2,NONREF000191,0.3274
PPBZV2501020015600,3,JOB250002635,0.3274
PPBZV2501020015600,4,NONREF000250,0.302
PPBZV2501020015600,5,JOB250000975,0.302
PPBZV2501020015602,1,NONREF000191,0.3176
PPBZV2501020015602,2,JOB250002635,0.3176
PPBZV2501020015602,3,JOB250001556,0.3176
PPBZV2501020015602,4,JOB250002338,0.2929
PPBZV2501020015602,5,JOB250001627,0.2929
PPBZV2501020015607,1,NONREF000191,0.3373
PPBZV2501020015607,2,JOB250002635,0.3373
PPBZV2501020015607,3,JOB250001556,0.3373
PPBZV2501020015607,4,NONREF000250,0.3111
PPBZV2501020015607,5,JOB250002338,0.3111
PPBZV2501020015609,1,JOB250001872,0.5513
PPBZV2501020015609,2,JOB250002080,0.5513
PPBZV2501020015609,3,JOB250001119,0.4254
PPBZV2501020015609,4,JOB260003574,0.3743
PPBZV2501020015609,5,JOB250001650,0.3363
PPBZV2501020015610,1,JOB250001086,0.6057
PPBZV2501020015610,2,JOB250001925,0.5824
PPBZV2501020015610,3,JOB250001421,0.5824
PPBZV2501020015610,4,JOB250001621,0.4851
PPBZV2501020015610,5,NONREF000011,0.477
PPBZV2501020015612,1,JOB250001141,0.5976
PPBZV2501020015612,2,JOB250002773,0.3031
PPBZV2501020015612,3,JOB250000900,0.2893
PPBZV2501020015612,4,JOB250001286,0.2701
PPBZV2501020015612,5,JOB250002694,0.2533
PPBZV2501020015614,1,JOB250002487,0.4446
PPBZV2501020015614,2,JOB250002470,0.3867
PPBZV2501020015614,3,JOB250001922,0.3851
PPBZV2501020015614,4,JOB250002165,0.3851
PPBZV2501020015614,5,JOB250001190,0.3851
PPBZV2501020015616,1,NONREF000093,0.3357
PPBZV2501020015616,2,JOB250000975,0.3083
PPBZV2501020015616,3,JOB250002338,0.3083
PPBZV2501020015616,4,JOB250001493,0.3083
PPBZV2501020015616,5,JOB250001627,0.3083
PPBZV2501020015617,1,JOB250000839,0.3491
PPBZV2501020015617,2,JOB250002050,0.3491
PPBZV2501020015617,3,JOB250001699,0.3491
PPBZV2501020015617,4,JOB250001671,0.3491
PPBZV2501020015617,5,JOB250001991,0.3491
PPBZV2501020015620,1,NONREF000191,0.33
PPBZV2501020015620,2,JOB250001556,0.33
PPBZV2501020015620,3,JOB250002635,0.33
PPBZV2501020015620,4,NONREF000250,0.3044
PPBZV2501020015620,5,JOB250002338,0.3044
PPBZV2501020015622,1,NONREF000191,0.3373
PPBZV2501020015622,2,JOB250002635,0.3373
PPBZV2501020015622,3,JOB250001556,0.3373
PPBZV2501020015622,4,NONREF000250,0.3111
PPBZV2501020015622,5,JOB250002338,0.3111
PPPNR2503260023947,1,JOB250001698,0.4956
PPPNR2503260023947,2,NONREF000245,0.4083
PPPNR2503260023947,3,NONREF000237,0.3807
PPPNR2503260023947,4,JOB250001913,0.3488
PPPNR2503260023947,5,NONREF000030,0.3488
PPBZV2501020015624,1,JOB250001331,0.4531
PPBZV2501020015624,2,JOB250001330,0.4531
PPBZV2501020015624,3,JOB250001821,0.3595
PPBZV2501020015624,4,JOB250001549,0.3552
PPBZV2501020015624,5,JOB250002400,0.3552
PPBZV2501020015625,1,JOB250001295,0.4599
PPBZV2501020015625,2,JOB250001037,0.1954
PPBZV2501020015625,3,JOB250001420,0.1929
PPBZV2501020015625,4,JOB250001627,0.1887
PPBZV2501020015625,5,JOB250002338,0.1887
PPBZV2501020015628,1,JOB250001299,0.5678
PPBZV2501020015628,2,JOB250001297,0.5678
PPBZV2501020015628,3,JOB250001530,0.5678
PPBZV2501020015628,4,JOB250002313,0.5678
PPBZV2501020015628,5,NONREF000104,0.44
PPBZV2501020015629,1,NONREF000397,0.2995
PPBZV2501020015629,2,JOB250002099,0.2325
PPBZV2501020015629,3,JOB250001417,0.2299
PPBZV2501020015629,4,JOB250002804,0.2273
PPBZV2501020015629,5,JOB250001623,0.187
PPBZV2501020015631,1,JOB250001556,0.3267
PPBZV2501020015631,2,JOB250002635,0.3267
PPBZV2501020015631,3,NONREF000191,0.3267
PPBZV2501020015631,4,JOB250000975,0.3013
PPBZV2501020015631,5,JOB250002338,0.3013
PPPNR2501060016091,1,JOB250001962,0.5039
PPPNR2501060016091,2,JOB250000925,0.4764
PPPNR2501060016091,3,JOB250002184,0.4764
PPPNR2501060016091,4,JOB250001910,0.4764
PPPNR2501060016091,5,JOB250001670,0.4764
PPBZV2501020015633,1,JOB250002329,0.6863
PPBZV2501020015633,2,JOB250002379,0.333
PPBZV2501020015633,3,JOB250002380,0.2419
PPBZV2501020015633,4,JOB250000884,0.2133
PPBZV2501020015633,5,JOB250001976,0.2053
PPBZV2501020015636,1,NONREF000191,0.306
PPBZV2501020015636,2,JOB250002635,0.306
PPBZV2501020015636,3,JOB250001556,0.306
PPBZV2501020015636,4,NONREF000250,0.2822
PPBZV2501020015636,5,JOB250002338,0.2822
PPBZV2501020015638,1,JOB250001885,0.6352
PPBZV2501020015638,2,JOB250001835,0.6104
PPBZV2501020015638,3,JOB250002405,0.5916
PPBZV2501020015638,4,NONREF000309,0.5298
PPBZV2501020015638,5,NONREF000262,0.5298
PPBZV2501020015639,1,JOB250002471,0.6416
PPBZV2501020015639,2,JOB250002039,0.4307
PPBZV2501020015639,3,NONREF000236,0.2085
PPBZV2501020015639,4,JOB250001197,0.2002
PPBZV2501020015639,5,NONREF000038,0.1933
PPBZV2501020015642,1,JOB250001331,0.3999
PPBZV2501020015642,2,JOB250001330,0.3999
PPBZV2501020015642,3,JOB250001821,0.3173
PPBZV2501020015642,4,JOB250001549,0.3134
PPBZV2501020015642,5,JOB250001554,0.3134
PPBZV2501020015644,1,JOB250001556,0.2932
PPBZV2501020015644,2,NONREF000191,0.2932
PPBZV2501020015644,3,JOB250002635,0.2932
PPBZV2501020015644,4,JOB250001627,0.2704
PPBZV2501020015644,5,NONREF000250,0.2704
PPBZV2501020015645,1,JOB250002213,0.4743
PPBZV2501020015645,2,JOB250001330,0.401
PPBZV2501020015645,3,JOB250001331,0.401
PPBZV2501020015645,4,JOB250001821,0.3182
PPBZV2501020015645,5,JOB250001161,0.3143
PPBZV2501020015646,1,JOB250001331,0.3906
PPBZV2501020015646,2,JOB250001330,0.3906
PPBZV2501020015646,3,JOB250001821,0.3099
PPBZV2501020015646,4,JOB250001549,0.3061
PPBZV2501020015646,5,JOB250002337,0.3061
PPSAN2501100016694,1,JOB250002380,0.0752
PPSAN2501100016694,2,JOB250001816,0.0544
PPSAN2501100016694,3,JOB250002773,0.0454
PPSAN2501100016694,4,JOB250002191,0.0378
PPSAN2501100016694,5,JOB250000990,0.0363
PPBZV2501020015658,1,JOB250002470,0.4694
PPBZV2501020015658,2,JOB250001647,0.4676
PPBZV2501020015658,3,JOB250001922,0.4676
PPBZV2501020015658,4,JOB250002165,0.4676
PPBZV2501020015658,5,JOB250002167,0.4676
PPBZV2501020015659,1,JOB250001885,0.5771
PPBZV2501020015659,2,JOB250001835,0.5546
PPBZV2501020015659,3,JOB250002405,0.534
PPBZV2501020015659,4,JOB250002116,0.4736
PPBZV2501020015659,5,NONREF000298,0.4736
PPBZV2501020015662,1,NONREF000013,0.6
PPBZV2501020015662,2,NONREF000010,0.3861
PPBZV2501020015662,3,JOB250002637,0.3861
PPBZV2501020015662,4,JOB250001803,0.3861
PPBZV2501020015662,5,JOB250002563,0.3277
PPBZV2501020015663,1,JOB250001440,0.6278
PPBZV2501020015663,2,JOB250000904,0.6278
PPBZV2501020015663,3,JOB250001694,0.5185
PPBZV2501020015663,4,NONREF000013,0.402
PPBZV2501020015663,5,JOB250002328,0.4014
PPPNR2501150017266,1,JOB250002213,0.4909
PPPNR2501150017266,2,JOB250001821,0.2919
PPPNR2501150017266,3,JOB250002142,0.2853
PPPNR2501150017266,4,JOB250002318,0.2733
PPPNR2501150017266,5,JOB250001204,0.2618
PPBZV2501030015665,1,JOB250002191,0.3855
PPBZV2501030015665,2,JOB250002380,0.3658
PPBZV2501030015665,3,JOB250002470,0.3491
PPBZV2501030015665,4,JOB250002669,0.3477
PPBZV2501030015665,5,JOB250002262,0.3477
PPBZV2501030015667,1,JOB250002470,0.3085
PPBZV2501030015667,2,JOB250001647,0.3073
PPBZV2501030015667,3,JOB250000883,0.3073
PPBZV2501030015667,4,JOB250001246,0.3073
PPBZV2501030015667,5,JOB250000979,0.3073
PPBZV2501030015672,1,JOB260003549,0.3151
PPBZV2501030015672,2,JOB250002493,0.2064
PPBZV2501030015672,3,JOB250001532,0.1546
PPBZV2501030015672,4,JOB250002614,0.1442
PPBZV2501030015672,5,JOB250000956,0.1434
PPBZV2501030015677,1,JOB250002000,0.1331
PPBZV2501030015677,2,JOB250002520,0.0877
PPBZV2501030015677,3,NONREF000051,0.0632
PPBZV2501030015677,4,JOB250001085,0.0628
PPBZV2501030015677,5,JOB260003507,0.0498
PPBZV2501110016726,1,JOB250002470,0.4456
PPBZV2501110016726,2,JOB250002596,0.4438
PPBZV2501110016726,3,JOB250002163,0.4438
PPBZV2501110016726,4,JOB250002167,0.4438
PPBZV2501110016726,5,JOB250002165,0.4438
PPBZV2501220017927,1,JOB250002191,0.3928
PPBZV2501220017927,2,JOB250002380,0.3724
PPBZV2501220017927,3,JOB250002470,0.3555
PPBZV2501220017927,4,JOB250002167,0.3541
PPBZV2501220017927,5,JOB250002596,0.3541
PPBZV2501030015684,1,JOB250001518,0.4334
PPBZV2501030015684,2,JOB250001522,0.4334
PPBZV2501030015684,3,JOB250001634,0.3916
PPBZV2501030015684,4,JOB250001265,0.3211
PPBZV2501030015684,5,JOB250000882,0.3211
PPBZV2501030015688,1,JOB250002063,0.4019
PPBZV2501030015688,2,JOB250001678,0.3453
PPBZV2501030015688,3,JOB250000830,0.3198
PPBZV2501030015688,4,JOB250002051,0.2461
PPBZV2501030015688,5,NONREF000093,0.2278
PPBZV2501030015689,1,JOB250001885,0.1673
PPBZV2501030015689,2,JOB250001835,0.1608
PPBZV2501030015689,3,JOB250002380,0.1516
PPBZV2501030015689,4,JOB260003562,0.1492
PPBZV2501030015689,5,JOB250002378,0.137
PPBZV2501030015697,1,JOB250002680,0.1983
PPBZV2501030015697,2,NONREF000242,0.1975
PPBZV2501030015697,3,NONREF000316,0.1937
PPBZV2501030015697,4,JOB250001539,0.1937
PPBZV2501030015697,5,JOB250002255,0.1937
PPBZV2501280018722,1,JOB250001155,0.5075
PPBZV2501280018722,2,JOB250002165,0.5075
PPBZV2501280018722,3,JOB250000883,0.5075
PPBZV2501280018722,4,JOB250001647,0.5075
PPBZV2501280018722,5,JOB250001705,0.5075
PPBZV2501030015700,1,JOB250001556,0.3396
PPBZV2501030015700,2,NONREF000191,0.3396
PPBZV2501030015700,3,JOB250002635,0.3396
PPBZV2501030015700,4,JOB250001493,0.3132
PPBZV2501030015700,5,NONREF000250,0.3132
PPBZV2501030015705,1,JOB250002774,0.5071
PPBZV2501030015705,2,JOB250001263,0.4446
PPBZV2501030015705,3,JOB250002162,0.3997
PPBZV2501030015705,4,JOB250002117,0.1978
PPBZV2501030015705,5,JOB260003525,0.1976
PPBZV2501030015707,1,JOB250001522,0.416
PPBZV2501030015707,2,JOB250001518,0.416
PPBZV2501030015707,3,JOB250001634,0.3608
PPBZV2501030015707,4,JOB250000882,0.3082
PPBZV2501030015707,5,JOB250001265,0.3082
PPBZV2501030015709,1,NONREF000345,0.2742
PPBZV2501030015709,2,NONREF000318,0.2742
PPBZV2501030015709,3,JOB250002233,0.2154
PPBZV2501030015709,4,JOB250002435,0.2154
PPBZV2501030015709,5,JOB250002636,0.2154
PPBZV2501030015712,1,JOB250002165,0.5384
PPBZV2501030015712,2,JOB250001246,0.5384
PPBZV2501030015712,3,JOB250000883,0.5384
PPBZV2501030015712,4,JOB250002691,0.5384
PPBZV2501030015712,5,JOB250001705,0.5384
PPBZV2501030015714,1,JOB250001864,0.53
PPBZV2501030015714,2,JOB250002118,0.53
PPBZV2501030015714,3,NONREF000402,0.53
PPBZV2501030015714,4,JOB250002655,0.53
PPBZV2501030015714,5,JOB250002656,0.53
PPBZV2501030015721,1,JOB250001296,0.303
PPBZV2501030015721,2,JOB250002755,0.238
PPBZV2501030015721,3,JOB250001511,0.238
PPBZV2501030015721,4,JOB250001422,0.238
PPBZV2501030015721,5,JOB250002534,0.238
PPBZV2501030015723,1,NONREF000191,0.3373
PPBZV2501030015723,2,JOB250002635,0.3373
PPBZV2501030015723,3,JOB250001556,0.3373
PPBZV2501030015723,4,NONREF000250,0.3111
PPBZV2501030015723,5,JOB250002338,0.3111
PPBZV2501030015725,1,NONREF000236,0.2263
PPBZV2501030015725,2,JOB250002471,0.2239
PPBZV2501030015725,3,JOB250001197,0.2173
PPBZV2501030015725,4,NONREF000038,0.2098
PPBZV2501030015725,5,JOB250001203,0.2041
PPBZV2501030015726,1,JOB250001864,0.4395
