candidate_id,rank,job_id,score
PPCUV2501160017335,3,JOB250001556,0.3141
PPCUV2501160017335,4,JOB250001627,0.2897
PPCUV2501160017335,5,JOB250000975,0.2897
PPCUV2501160017335,6,JOB250002338,0.2897
PPCUV2501160017335,7,NONREF000250,0.2897
PPCUV2501160017335,8,JOB250001493,0.2897
PPCUV2501160017335,9,JOB250002498,0.2797
PPCUV2501160017335,10,JOB250001897,0.2559
PPLIK2501030015771,1,JOB250001864,0.53
PPLIK2501030015771,2,JOB250002118,0.53
PPLIK2501030015771,3,NONREF000402,0.53
PPLIK2501030015771,4,JOB250002655,0.53
PPLIK2501030015771,5,JOB250002656,0.53
PPLIK2501030015771,6,JOB250002861,0.53
PPLIK2501030015771,7,JOB250001218,0.53
PPLIK2501030015771,8,JOB250002750,0.53
PPLIK2501030015771,9,JOB250001006,0.53
PPLIK2501030015771,10,JOB250001118,0.53
PPLIK2501090016474,1,JOB250001331,0.4531
PPLIK2501090016474,2,JOB250001330,0.4531
PPLIK2501090016474,3,JOB250001821,0.3595
PPLIK2501090016474,4,JOB250001549,0.3552
PPLIK2501090016474,5,JOB250002400,0.3552
PPLIK2501090016474,6,JOB250001161,0.3552
PPLIK2501090016474,7,JOB250001554,0.3552
PPLIK2501090016474,8,JOB250002337,0.3552
PPLIK2501090016474,9,JOB250001204,0.3225
PPLIK2501090016474,10,NONREF000172,0.2976
PPLIK2501090016518,1,JOB250001331,0.4531
PPLIK2501090016518,2,JOB250001330,0.4531
PPLIK2501090016518,3,JOB250001821,0.3595
PPLIK2501090016518,4,JOB250001549,0.3552
PPLIK2501090016518,5,JOB250002400,0.3552
PPLIK2501090016518,6,JOB250001161,0.3552
PPLIK2501090016518,7,JOB250001554,0.3552
PPLIK2501090016518,8,JOB250002337,0.3552
PPLIK2501090016518,9,JOB250001204,0.3225
PPLIK2501090016518,10,NONREF000172,0.2976
PPLIK2501170017451,1,JOB250002758,0.4291
PPLIK2501170017451,2,JOB250002786,0.3103
PPLIK2501170017451,3,JOB250002249,0.3103
PPLIK2501170017451,4,JOB250001993,0.2246
PPLIK2501170017451,5,JOB250001819,0.1979
PPLIK2501170017451,6,JOB250001962,0.1856
PPLIK2501170017451,7,JOB250000965,0.1627
PPLIK2501170017451,8,JOB250002195,0.1596
PPLIK2501170017451,9,JOB250001861,0.1596
PPLIK2501170017451,10,JOB250001535,0.1538
PPLIK2501170017565,1,JOB250000957,0.5004
PPLIK2501170017565,2,JOB250001059,0.5004
PPLIK2501170017565,3,JOB250002078,0.5004
PPLIK2501170017565,4,JOB250002213,0.3816
PPLIK2501170017565,5,JOB250001821,0.3426
PPLIK2501170017565,6,JOB250001635,0.314
PPLIK2501170017565,7,JOB250001204,0.3073
PPLIK2501170017565,8,NONREF000307,0.2815
PPLIK2501170017565,9,NONREF000306,0.2815
PPLIK2501170017565,10,JOB250002258,0.2793
PPLIK2501190017622,1,JOB250001962,0.4655
PPLIK2501190017622,2,JOB250000925,0.4401
PPLIK2501190017622,3,JOB250002184,0.4401
PPLIK2501190017622,4,JOB250001910,0.4401
PPLIK2501190017622,5,JOB250001089,0.4401
PPLIK2501190017622,6,JOB250002236,0.4401
PPLIK2501190017622,7,JOB250002235,0.4401
PPLIK2501190017622,8,JOB250001670,0.4401
PPLIK2501190017622,9,JOB250002270,0.4401
PPLIK2501190017622,10,JOB250002602,0.4401
PPLIK2501200017672,1,JOB250001813,0.4305
PPLIK2501200017672,2,JOB250002758,0.3169
PPLIK2501200017672,3,JOB250002786,0.3162
PPLIK2501200017672,4,JOB250002249,0.2586
PPLIK2501200017672,5,JOB250002213,0.1707
PPLIK2501200017672,6,NONREF000245,0.1565
PPLIK2501200017672,7,JOB250001979,0.1509
PPLIK2501200017672,8,JOB250002544,0.1247
PPLIK2501200017672,9,JOB250002124,0.1229
PPLIK2501200017672,10,JOB260003521,0.1142
PPBZV2501110016729,1,NONREF000236,0.2714
PPBZV2501110016729,2,JOB250002471,0.2685
PPBZV2501110016729,3,JOB250001197,0.2606
PPBZV2501110016729,4,NONREF000038,0.2516
PPBZV2501110016729,5,JOB250001203,0.2448
PPBZV2501110016729,6,JOB250001206,0.2384
PPBZV2501110016729,7,JOB250002703,0.2228
PPBZV2501110016729,8,JOB250001200,0.219
PPBZV2501110016729,9,JOB250002793,0.2157
PPBZV2501110016729,10,JOB250002039,0.2128
PPLIK2501230018163,1,JOB250001962,0.3085
PPLIK2501230018163,2,JOB250001993,0.255
PPLIK2501230018163,3,JOB250001910,0.2529
PPLIK2501230018163,4,JOB250000925,0.2529
PPLIK2501230018163,5,JOB250001089,0.2529
PPLIK2501230018163,6,JOB250002270,0.2529
PPLIK2501230018163,7,JOB250002184,0.2529
PPLIK2501230018163,8,JOB250002602,0.2529
PPLIK2501230018163,9,JOB250002235,0.2529
PPLIK2501230018163,10,JOB250001670,0.2529
PPLIK2501310019025,1,JOB260003602,0.0701
PPLIK2501310019025,2,JOB260003553,0.0679
PPLIK2501310019025,3,JOB250001107,0.0476
PPLIK2501310019025,4,JOB250001020,0.038
PPLIK2501310019025,5,JOB250000895,0.037
PPLIK2501310019025,6,JOB250001323,0.037
PPLIK2501310019025,7,JOB250001736,0.0369
PPLIK2501310019025,8,JOB250001275,0.0369
PPLIK2501310019025,9,JOB250002802,0.0359
PPLIK2501310019025,10,JOB250002546,0.0357
PPLIK2501310019121,1,JOB250000957,0.4467
PPLIK2501310019121,2,JOB250002078,0.4467
PPLIK2501310019121,3,JOB250001059,0.4467
PPLIK2501310019121,4,JOB250002213,0.3406
PPLIK2501310019121,5,JOB250001821,0.3058
PPLIK2501310019121,6,JOB250001635,0.2803
PPLIK2501310019121,7,JOB250001204,0.2743
PPLIK2501310019121,8,NONREF000307,0.2513
PPLIK2501310019121,9,NONREF000306,0.2513
PPLIK2501310019121,10,JOB250002258,0.2493
PPBOU2502070019785,1,NONREF000345,0.3206
PPBOU2502070019785,2,NONREF000318,0.3206
PPBOU2502070019785,3,JOB250002435,0.3143
PPBOU2502070019785,4,JOB250001987,0.3143
PPBOU2502070019785,5,JOB250002233,0.3143
PPBOU2502070019785,6,JOB250002636,0.3143
PPBOU2502070019785,7,JOB250001984,0.3143
PPBOU2502070019785,8,JOB250001740,0.3143
PPBOU2502070019785,9,JOB250002479,0.3143
PPBOU2502070019785,10,JOB250002023,0.2321
PPLIK2501080016406,1,JOB250001931,0.332
PPLIK2501080016406,2,NONREF000035,0.281
PPLIK2501080016406,3,JOB250001477,0.2808
PPLIK2501080016406,4,JOB250001478,0.2699
PPLIK2501080016406,5,JOB250002250,0.2629
PPLIK2501080016406,6,JOB250002709,0.2474
PPLIK2501080016406,7,JOB250001509,0.2473
PPLIK2501080016406,8,JOB250001113,0.2467
PPLIK2501080016406,9,NONREF000053,0.2337
PPLIK2501080016406,10,NONREF000114,0.232
PPLIK2501080016421,1,JOB250001330,0.3741
PPLIK2501080016421,2,JOB250001331,0.3741
PPLIK2501080016421,3,JOB250001821,0.3052
PPLIK2501080016421,4,JOB250001549,0.2823
PPLIK2501080016421,5,JOB250001554,0.2823
PPLIK2501080016421,6,JOB250002400,0.2823
PPLIK2501080016421,7,JOB250001161,0.2823
PPLIK2501080016421,8,JOB250002337,0.2823
PPLIK2501080016421,9,JOB250001204,0.2737
PPLIK2501080016421,10,NONREF000172,0.251
PPBZV2502130020238,1,JOB250002191,0.2699
PPBZV2502130020238,2,JOB250002470,0.2331
PPBZV2502130020238,3,JOB250002167,0.2322
PPBZV2502130020238,4,JOB250001276,0.2322
PPBZV2502130020238,5,JOB250001713,0.2322
PPBZV2502130020238,6,JOB250002689,0.2322
PPBZV2502130020238,7,JOB250002163,0.2322
PPBZV2502130020238,8,JOB250002596,0.2322
PPBZV2502130020238,9,JOB250002165,0.2322
PPBZV2502130020238,10,JOB250002669,0.2322
PPLIK2501080016427,1,JOB250002279,0.7113
PPLIK2501080016427,2,JOB250002076,0.7113
PPLIK2501080016427,3,JOB250001931,0.2856
PPLIK2501080016427,4,NONREF000035,0.2417
PPLIK2501080016427,5,JOB250001477,0.2416
PPLIK2501080016427,6,JOB250001478,0.2322
PPLIK2501080016427,7,JOB250001113,0.2153
PPLIK2501080016427,8,JOB250002709,0.2128
PPLIK2501080016427,9,JOB250002250,0.2046
PPLIK2501080016427,10,NONREF000053,0.2039
PPLIK2501080016428,1,STG250002541,0.4116
PPLIK2501080016428,2,JOB250001931,0.3847
PPLIK2501080016428,3,JOB250002650,0.3628
PPLIK2501080016428,4,JOB250001687,0.3628
PPLIK2501080016428,5,JOB250000854,0.3628
PPLIK2501080016428,6,JOB250001071,0.3628
PPLIK2501080016428,7,NONREF000035,0.3256
PPLIK2501080016428,8,JOB250001477,0.3254
PPLIK2501080016428,9,JOB250001478,0.3127
PPLIK2501080016428,10,JOB250001113,0.29
PPLIK2501080016429,1,JOB250001527,0.3725
PPLIK2501080016429,2,JOB250002460,0.3343
PPLIK2501080016429,3,JOB250000941,0.3242
PPLIK2501080016429,4,JOB250001493,0.248
PPLIK2501080016429,5,JOB250002338,0.248
PPLIK2501080016429,6,NONREF000250,0.248
PPLIK2501080016429,7,JOB250000975,0.248
PPLIK2501080016429,8,JOB250001627,0.248
PPLIK2501080016429,9,JOB250001897,0.219
PPLIK2501080016429,10,JOB250001558,0.219
PPLIK2501080016430,1,JOB250002279,0.7191
PPLIK2501080016430,2,JOB250002076,0.7191
PPLIK2501080016430,3,JOB250001931,0.2888
PPLIK2501080016430,4,NONREF000035,0.2444
PPLIK2501080016430,5,JOB250001477,0.2442
PPLIK2501080016430,6,JOB250001478,0.2348
PPLIK2501080016430,7,JOB250001113,0.2177
PPLIK2501080016430,8,JOB250002709,0.2152
PPLIK2501080016430,9,JOB250002250,0.2069
PPLIK2501080016430,10,NONREF000053,0.2062
PPLIK2501090016460,1,JOB250000854,0.56
PPLIK2501090016460,2,JOB250001071,0.56
PPLIK2501090016460,3,JOB250002650,0.56
PPLIK2501090016460,4,JOB250001687,0.56
PPLIK2501090016460,5,JOB250001931,0.3887
PPLIK2501090016460,6,JOB250000893,0.3428
PPLIK2501090016460,7,NONREF000035,0.3289
PPLIK2501090016460,8,JOB250001477,0.3287
PPLIK2501090016460,9,JOB250002066,0.3202
PPLIK2501090016460,10,JOB250002260,0.3202
PPLIK2501090016466,1,STG250002541,0.4116
PPLIK2501090016466,2,JOB250001931,0.3847
PPLIK2501090016466,3,JOB250002650,0.3628
PPLIK2501090016466,4,JOB250001687,0.3628
PPLIK2501090016466,5,JOB250000854,0.3628
PPLIK2501090016466,6,JOB250001071,0.3628
PPLIK2501090016466,7,NONREF000035,0.3256
PPLIK2501090016466,8,JOB250001477,0.3254
PPLIK2501090016466,9,JOB250001478,0.3127
PPLIK2501090016466,10,JOB250001113,0.29
PPLIK2501090016467,1,JOB250001931,0.368
PPLIK2501090016467,2,JOB250001571,0.3305
PPLIK2501090016467,3,NONREF000035,0.3115
PPLIK2501090016467,4,JOB250001477,0.3113
PPLIK2501090016467,5,JOB250001478,0.2992
PPLIK2501090016467,6,JOB250001508,0.2971
PPLIK2501090016467,7,JOB250001113,0.2774
PPLIK2501090016467,8,JOB250002709,0.2743
PPLIK2501090016467,9,JOB250002250,0.2637
PPLIK2501090016467,10,NONREF000053,0.2628
PPLIK2501090016527,1,STG250002541,0.4116
PPLIK2501090016527,2,JOB250001931,0.3847
PPLIK2501090016527,3,JOB250002650,0.3628
PPLIK2501090016527,4,JOB250001687,0.3628
PPLIK2501090016527,5,JOB250000854,0.3628
PPLIK2501090016527,6,JOB250001071,0.3628
PPLIK2501090016527,7,NONREF000035,0.3256
PPLIK2501090016527,8,JOB250001477,0.3254
PPLIK2501090016527,9,JOB250001478,0.3127
PPLIK2501090016527,10,JOB250001113,0.29
PPLIK2501150017261,1,JOB250001331,0.4308
PPLIK2501150017261,2,JOB250001330,0.4308
PPLIK2501150017261,3,JOB250001821,0.3418
PPLIK2501150017261,4,JOB250002400,0.3377
PPLIK2501150017261,5,JOB250001554,0.3377
PPLIK2501150017261,6,JOB250001161,0.3377
PPLIK2501150017261,7,JOB250002337,0.3377
PPLIK2501150017261,8,JOB250001549,0.3377
PPLIK2501150017261,9,JOB250001204,0.3066
PPLIK2501150017261,10,NONREF000172,0.2829
PPLIK2501160017426,1,JOB260003565,0.0112
PPLIK2501160017426,2,JOB260003537,0.0089
PPLIK2501160017426,3,JOB260003571,0.0083
PPLIK2501160017426,4,JOB260003556,0.0079
PPLIK2501160017426,5,JOB260003538,0.0078
PPLIK2501160017426,6,JOB260003564,0.0074
PPLIK2501160017426,7,JOB260003557,0.0073
PPLIK2501160017426,8,JOB260003547,0.0062
PPLIK2501160017426,9,NONREF000300,0.003
PPLIK2501160017426,10,JOB250001255,0.0028
PPLIK2501170017559,1,NONREF000318,0.4188
PPLIK2501170017559,2,NONREF000345,0.4188
PPLIK2501170017559,3,JOB250002435,0.4109
PPLIK2501170017559,4,JOB250001984,0.4109
PPLIK2501170017559,5,JOB250001740,0.4109
PPLIK2501170017559,6,JOB250002233,0.4109
PPLIK2501170017559,7,JOB250001987,0.4109
PPLIK2501170017559,8,JOB250002479,0.4109
PPLIK2501170017559,9,JOB250002636,0.4109
PPLIK2501170017559,10,JOB250002023,0.3031
PPLIK2501170017561,1,NONREF000423,0.2776
PPLIK2501170017561,2,JOB250001708,0.2574
PPLIK2501170017561,3,JOB250001944,0.2336
PPLIK2501170017561,4,JOB250001700,0.232
PPLIK2501170017561,5,JOB260003570,0.231
PPLIK2501170017561,6,JOB250002052,0.2199
PPLIK2501170017561,7,JOB250001818,0.2038
PPLIK2501170017561,8,JOB260003513,0.1946
PPLIK2501170017561,9,JOB250001428,0.1899
PPLIK2501170017561,10,JOB250002843,0.1884
PPLIK2501170017563,1,JOB250001331,0.4042
PPLIK2501170017563,2,JOB250001330,0.4042
PPLIK2501170017563,3,JOB250001821,0.3207
PPLIK2501170017563,4,JOB250002400,0.3169
PPLIK2501170017563,5,JOB250001161,0.3169
PPLIK2501170017563,6,JOB250001554,0.3169
PPLIK2501170017563,7,JOB250002337,0.3169
PPLIK2501170017563,8,JOB250001549,0.3169
PPLIK2501170017563,9,JOB250001204,0.2877
PPLIK2501170017563,10,NONREF000172,0.2655
PPLIK2501170017570,1,JOB250001331,0.4042
PPLIK2501170017570,2,JOB250001330,0.4042
PPLIK2501170017570,3,JOB250001821,0.3207
PPLIK2501170017570,4,JOB250002400,0.3169
PPLIK2501170017570,5,JOB250001161,0.3169
PPLIK2501170017570,6,JOB250001554,0.3169
PPLIK2501170017570,7,JOB250002337,0.3169
PPLIK2501170017570,8,JOB250001549,0.3169
PPLIK2501170017570,9,JOB250001204,0.2877
PPLIK2501170017570,10,NONREF000172,0.2655
PPLIK2501230018160,1,JOB250001331,0.4042
PPLIK2501230018160,2,JOB250001330,0.4042
PPLIK2501230018160,3,JOB250001821,0.3207
PPLIK2501230018160,4,JOB250002400,0.3169
PPLIK2501230018160,5,JOB250001161,0.3169
PPLIK2501230018160,6,JOB250001554,0.3169
PPLIK2501230018160,7,JOB250002337,0.3169
PPLIK2501230018160,8,JOB250001549,0.3169
PPLIK2501230018160,9,JOB250001204,0.2877
PPLIK2501230018160,10,NONREF000172,0.2655
PPLIK2501310019120,1,JOB250001331,0.4308
PPLIK2501310019120,2,JOB250001330,0.4308
PPLIK2501310019120,3,JOB250001821,0.3418
PPLIK2501310019120,4,JOB250002400,0.3377
PPLIK2501310019120,5,JOB250001554,0.3377
PPLIK2501310019120,6,JOB250001161,0.3377
PPLIK2501310019120,7,JOB250002337,0.3377
PPLIK2501310019120,8,JOB250001549,0.3377
PPLIK2501310019120,9,JOB250001204,0.3066
PPLIK2501310019120,10,NONREF000172,0.2829
PPBZV2501020015591,1,JOB250002635,0.3079
PPBZV2501020015591,2,NONREF000191,0.3079
PPBZV2501020015591,3,JOB250001556,0.3079
PPBZV2501020015591,4,JOB250001493,0.284
PPBZV2501020015591,5,NONREF000250,0.284
PPBZV2501020015591,6,JOB250002338,0.284
PPBZV2501020015591,7,JOB250000975,0.284
PPBZV2501020015591,8,JOB250001627,0.284
PPBZV2501020015591,9,JOB250002498,0.2742
PPBZV2501020015591,10,JOB250001558,0.2509
PPBZV2501020015592,1,JOB250001331,0.4531
PPBZV2501020015592,2,JOB250001330,0.4531
PPBZV2501020015592,3,JOB250001821,0.3595
PPBZV2501020015592,4,JOB250001549,0.3552
PPBZV2501020015592,5,JOB250002400,0.3552
PPBZV2501020015592,6,JOB250001161,0.3552
PPBZV2501020015592,7,JOB250001554,0.3552
PPBZV2501020015592,8,JOB250002337,0.3552
PPBZV2501020015592,9,JOB250001204,0.3225
PPBZV2501020015592,10,NONREF000172,0.2976
PPBZV2501020015594,1,JOB250001330,0.3794
PPBZV2501020015594,2,JOB250001331,0.3794
PPBZV2501020015594,3,JOB250001821,0.301
PPBZV2501020015594,4,JOB250002400,0.2974
PPBZV2501020015594,5,JOB250001161,0.2974
PPBZV2501020015594,6,JOB250001554,0.2974
PPBZV2501020015594,7,JOB250001549,0.2974
PPBZV2501020015594,8,JOB250002337,0.2974
PPBZV2501020015594,9,JOB250001204,0.27
PPBZV2501020015594,10,NONREF000172,0.2492
PPBZV2501020015596,1,NONREF000191,0.3373
